Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q8VG18	Q8VG18_MOUSE	unreviewed	MCG1046646 (Olfactory receptor 689) (Olfactory receptor MOR40-3) (Olfactory receptor Olfr689) (Protein Olfr689)	Olfr689 mCG_1046646	Mus musculus (Mouse)	320
Q80ZX9	Q80ZX9_MOUSE	unreviewed	Olfactory receptor 70 (Protein Olfr70)	Olfr70 RP23-191F22.13-001	Mus musculus (Mouse)	316
Q8VGC2	Q8VGC2_MOUSE	unreviewed	MCG60684 (Olfactory receptor MOR114-5) (Olfactory receptor Olfr770) (Protein Olfr770)	Olfr770 mCG_60684	Mus musculus (Mouse)	311
Q8VFY5	Q8VFY5_MOUSE	unreviewed	Olfactory receptor 419 (Olfactory receptor MOR267-6)	Olfr419	Mus musculus (Mouse)	313
Q8VGE0	Q8VGE0_MOUSE	unreviewed	Olfactory receptor 218 (Olfactory receptor MOR267-3)	Olfr218	Mus musculus (Mouse)	313
Q8VF77	Q8VF77_MOUSE	unreviewed	Olfactory receptor 996 (Olfactory receptor MOR175-4)	Olfr996	Mus musculus (Mouse)	314
Q8VGH0	Q8VGH0_MOUSE	unreviewed	MCG142499 (Olfactory receptor 1378) (Olfactory receptor MOR129-2) (Olfactory receptor Olfr1378) (Protein Olfr1378)	Olfr1378 mCG_142499 RP23-292E3.11-001	Mus musculus (Mouse)	315
A2A614	A2A614_MOUSE	unreviewed	Guanine nucleotide-binding protein subunit gamma	Gngt2 mCG_3791 RP23-151M22.5-001	Mus musculus (Mouse)	69
Q8VGD6	Q8VGD6_MOUSE	unreviewed	MCG51119 (Olfactory receptor MOR276-1) (Olfactory receptor Olfr56) (Olfr56 protein)	Olfr56 mCG_51119	Mus musculus (Mouse)	315
Q3ZAT9	Q3ZAT9_MOUSE	unreviewed	Olfr586 protein	Olfr586	Mus musculus (Mouse)	313
Q7TQZ0	Q7TQZ0_MOUSE	unreviewed	Olfactory receptor 32 (Olfactory receptor Olfr32) (Protein Olfr32)	Olfr32 Olfr1271 mCG_141989 RP23-226K16.2-001	Mus musculus (Mouse)	308
A2AR99	A2AR99_MOUSE	unreviewed	Calcitonin receptor-like	Calcrl mCG_3222 RP23-202K13.1-001	Mus musculus (Mouse)	463
Q7TRU4	Q7TRU4_MOUSE	unreviewed	Olfactory receptor Olfr517 (Protein Olfr517)	Olfr517	Mus musculus (Mouse)	314
Q9EQB2	Q9EQB2_MOUSE	unreviewed	Odorant receptor K18h1 (Olfactory receptor 894) (Olfactory receptor MOR170-5) (Olfactory receptor Olfr894) (Protein Olfr894)	Olfr894 mCG_51004	Mus musculus (Mouse)	313
Q5NC55	Q5NC55_MOUSE	unreviewed	Olfactory receptor 313 (Protein Olfr313)	Olfr313 RP23-419P16.3-001	Mus musculus (Mouse)	308
Q7TQQ3	Q7TQQ3_MOUSE	unreviewed	Olfactory receptor Olfr1500 (Protein Olfr1500)	Olfr1500	Mus musculus (Mouse)	311
Q7TRU0	Q7TRU0_MOUSE	unreviewed	Olfactory receptor 524 (Olfactory receptor Olfr524) (Protein Olfr524)	Olfr524	Mus musculus (Mouse)	318
Q8VGP0	Q8VGP0_MOUSE	unreviewed	Olfactory receptor 1257 (Olfactory receptor MOR232-1) (Olfactory receptor Olfr1257) (Protein Olfr1257)	Olfr1257 RP24-166A20.1-001	Mus musculus (Mouse)	309
Q0VDX9	Q0VDX9_MOUSE	unreviewed	Olfr373 protein	Olfr373	Mus musculus (Mouse)	314
G3UWA2	G3UWA2_MOUSE	unreviewed	MCG117922 (Protein Vmn2r82)	Vmn2r82 mCG_117922	Mus musculus (Mouse)	865
Q7TRX6	Q7TRX6_MOUSE	unreviewed	MCG51491 (Olfactory receptor 392) (Olfactory receptor Olfr392) (Protein Olfr392)	Olfr392 mCG_51491 RP23-180L15.7-001	Mus musculus (Mouse)	312
A2AUA4	A2AUA4_MOUSE	unreviewed	Olfactory receptor 1255 (Protein Olfr1255)	Olfr1255 RP23-270H4.4-001	Mus musculus (Mouse)	310
Q8VF19	Q8VF19_MOUSE	unreviewed	MCG59039 (Olfactory receptor MOR202-33) (Olfactory receptor Olfr1450) (Protein Olfr1450)	Olfr1450 mCG_59039	Mus musculus (Mouse)	325
Q924H8	Q924H8_MOUSE	unreviewed	Odorant receptor ORZ6 (Olfactory receptor 459) (Olfactory receptor MOR120-1) (Protein Olfr459)	Olfr459 Orz6 mCG_141964	Mus musculus (Mouse)	314
Q14AB1	Q14AB1_MOUSE	unreviewed	MCG59589 (Olfactory receptor 483)	Olfr483 mCG_59589	Mus musculus (Mouse)	315
Q7TQY8	Q7TQY8_MOUSE	unreviewed	Olfactory receptor 1275 (Olfactory receptor Olfr1275) (Protein Olfr1275)	Olfr1275 mCG_1040039 RP23-9A5.4-001	Mus musculus (Mouse)	312
Q8VGN1	Q8VGN1_MOUSE	unreviewed	MCG56385 (Olfactory receptor 1234) (Olfactory receptor MOR231-2) (Olfactory receptor Olfr1234) (Olfr1234 protein)	Olfr1234 mCG_56385	Mus musculus (Mouse)	314
Q7TQS3	Q7TQS3_MOUSE	unreviewed	Olfactory receptor Olfr1418 (Protein Olfr1418)	Olfr1418	Mus musculus (Mouse)	318
Q7TR52	Q7TR52_MOUSE	unreviewed	Olfactory receptor 11_55W3Y5MG97252F11.05 (Olfactory receptor Olfr1116)	Olfr1116-ps Olfr1116	Mus musculus (Mouse)	307
Q8VF48	Q8VF48_MOUSE	unreviewed	Olfactory receptor 1295 (Olfactory receptor MOR248-10) (Olfactory receptor Olfr1295) (Protein Olfr1295)	Olfr1295 RP23-336F11.13-001	Mus musculus (Mouse)	312
Q8VFV6	Q8VFV6_MOUSE	unreviewed	Olfactory receptor 232 (Olfactory receptor MOR214-3)	Olfr235 Olfr232	Mus musculus (Mouse)	312
Q8VGI3	Q8VGI3_MOUSE	unreviewed	Olfactory receptor 20 (Olfactory receptor MOR135-11)	Olfr20	Mus musculus (Mouse)	314
Q1JQR8	Q1JQR8_MOUSE	unreviewed	Glucagon-like peptide 1 receptor (Glucagon-like peptide-1 receptor)	Glp1r	Mus musculus (Mouse)	463
Q8VG49	Q8VG49_MOUSE	unreviewed	Olfactory receptor 715 (Olfactory receptor MOR260-1) (Protein Olfr715)	Olfr715	Mus musculus (Mouse)	315
Q8VGU9	Q8VGU9_MOUSE	unreviewed	Olfactory receptor 669 (Olfactory receptor MOR34-6) (Olfactory receptor Olfr669) (Protein Olfr669)	Olfr669 mCG_65945	Mus musculus (Mouse)	317
Q7TRX9	Q7TRX9_MOUSE	unreviewed	MCG52355 (Olfactory receptor 20) (Olfactory receptor Olfr20) (Protein Olfr20)	Olfr20 mCG_52355 RP23-213I10.4-001	Mus musculus (Mouse)	314
Q7TS44	Q7TS44_MOUSE	unreviewed	MCG141722 (Olfactory receptor Olfr192)	Olfr192 mCG_141722	Mus musculus (Mouse)	307
Q8VGC8	Q8VGC8_MOUSE	unreviewed	Olfactory receptor 131 (Olfactory receptor MOR256-4) (Olfactory receptor Olfr131) (Protein Olfr131)	Olfr131 mCG_141458	Mus musculus (Mouse)	314
Q7TRI8	Q7TRI8_MOUSE	unreviewed	Olfactory receptor 132 (Olfactory receptor Olfr132) (Protein Olfr132)	Olfr132 mCG_141459	Mus musculus (Mouse)	313
Q8VGQ9	Q8VGQ9_MOUSE	unreviewed	MCG141726 (Olfactory receptor 172) (Olfactory receptor MOR184-2) (Olfactory receptor Olfr172)	Olfr172 mCG_141726	Mus musculus (Mouse)	309
Q8VGX1	Q8VGX1_MOUSE	unreviewed	Olfactory receptor 829 (Olfactory receptor MOR147-1) (Protein Olfr829)	Olfr829 mCG_141849	Mus musculus (Mouse)	321
Q78NX2	Q78NX2_MOUSE	unreviewed	Olfactory receptor 91 (Olfactory receptor MOR256-20)	Olfr91 Gabbr1	Mus musculus (Mouse)	312
Q7TRW8	Q7TRW8_MOUSE	unreviewed	Olfactory receptor 411 (Olfactory receptor Olfr411) (Protein Olfr411)	Olfr411 Olfr410 mCG_54734 RP23-20M18.13-001	Mus musculus (Mouse)	315
Q8VFI9	Q8VFI9_MOUSE	unreviewed	MCG1034518 (Olfactory receptor 872) (Olfactory receptor MOR145-3)	Olfr872 mCG_1034518	Mus musculus (Mouse)	295
Q7TQU0	Q7TQU0_MOUSE	unreviewed	Olfactory receptor 1365 (Olfactory receptor Olfr1365) (Protein Olfr1535)	Olfr1535 Olfr1365 mCG_1044844	Mus musculus (Mouse)	326
Q8R3X6	Q8R3X6_MOUSE	unreviewed	Glypican 6 (Glypican-6)	Gpc6 RP24-567H4.1-002	Mus musculus (Mouse)	565
Q8VFX3	Q8VFX3_MOUSE	unreviewed	Olfactory receptor 1447 (Olfactory receptor MOR202-3) (Protein Olfr1447)	Olfr1447	Mus musculus (Mouse)	309
Q8VGH6	Q8VGH6_MOUSE	unreviewed	Olfactory receptor 1346 (Olfactory receptor MOR103-6) (Olfactory receptor Olfr1346) (Protein Olfr1346)	Olfr1346 mCG_63663	Mus musculus (Mouse)	313
Q7TRX1	Q7TRX1_MOUSE	unreviewed	MCG1036248 (Olfactory receptor 43) (Olfactory receptor Olfr43) (Protein Olfr43)	Olfr43 mCG_1036248 RP23-20M18.3-001	Mus musculus (Mouse)	313
Q8VG78	Q8VG78_MOUSE	unreviewed	Olfactory receptor (Olfactory receptor 651) (Olfactory receptor MOR31-11) (Olfactory receptor Olfr651) (Protein Olfr651)	Olfr651 mCG_62848	Mus musculus (Mouse)	313
Q7TRL9	Q7TRL9_MOUSE	unreviewed	Olfactory receptor Olfr745 (Protein Olfr745)	Olfr745	Mus musculus (Mouse)	328
Q7TRM9	Q7TRM9_MOUSE	unreviewed	Olfactory receptor 17 (Olfactory receptor Olfr17) (Protein Olfr17)	Olfr17 mCG_120438	Mus musculus (Mouse)	315
Q7TS17	Q7TS17_MOUSE	unreviewed	MCG1027552 (Olfactory receptor Olfr285) (Protein Olfr285)	Olfr285 mCG_1027552	Mus musculus (Mouse)	319
Q8VFH9	Q8VFH9_MOUSE	unreviewed	MCG58948 (Olfactory receptor 810) (Olfactory receptor MOR113-4) (Olfactory receptor Olfr810) (Protein Olfr810)	Olfr810 mCG_58948	Mus musculus (Mouse)	312
Q8VFT3	Q8VFT3_MOUSE	unreviewed	MCG55140 (Olfactory receptor 733) (Olfactory receptor MOR241-2) (Olfactory receptor Olfr733)	Olfr733 mCG_55140	Mus musculus (Mouse)	308
Q7TRX2	Q7TRX2_MOUSE	unreviewed	MCG1036247 (Olfactory receptor 403) (Olfactory receptor 43) (Olfactory receptor Olfr403) (Protein Olfr403)	Olfr403 Olfr43 mCG_1036247 RP23-20M18.8-001	Mus musculus (Mouse)	313
A2BDZ5	A2BDZ5_MOUSE	unreviewed	Olfactory receptor 1086	Olfr1086 mCG_142278 RP23-449C14.3-001	Mus musculus (Mouse)	310
Q8VFC6	Q8VFC6_MOUSE	unreviewed	MCG51003 (Olfactory receptor 724) (Olfactory receptor MOR247-2) (Olfactory receptor Olfr724)	Olfr724 mCG_51003	Mus musculus (Mouse)	309
Q9EQA4	Q9EQA4_MOUSE	unreviewed	Odorant receptor K27 (Olfactory receptor MOR162-2) (Olfactory receptor Olfr889)	Olfr889	Mus musculus (Mouse)	309
Q7TQS2	Q7TQS2_MOUSE	unreviewed	Olfactory receptor 1419 (Olfactory receptor Olfr1419) (Protein Olfr1419)	Olfr1419	Mus musculus (Mouse)	343
Q8VF88	Q8VF88_MOUSE	unreviewed	Olfactory receptor 694 (Olfactory receptor MOR283-9) (Olfactory receptor Olfr694)	Olfr694	Mus musculus (Mouse)	315
Q8VGG8	Q8VGG8_MOUSE	unreviewed	MCG1040043 (Olfactory receptor 1280) (Olfactory receptor MOR248-1) (Olfactory receptor Olfr1280) (Protein Olfr1280)	Olfr1280 mCG_1040043 RP24-383G18.2-001	Mus musculus (Mouse)	305
A2AVT5	A2AVT5_MOUSE	unreviewed	Olfactory receptor 1164 (Protein Olfr1164)	Olfr1164 RP23-131J21.7-001	Mus musculus (Mouse)	326
Q8VGR6	Q8VGR6_MOUSE	unreviewed	Olfactory receptor 393 (Olfactory receptor MOR135-7) (Protein Olfr393)	Olfr393 mCG_55726 RP23-360H16.1-001	Mus musculus (Mouse)	312
D3Z6F5	D3Z6F5_MOUSE	unreviewed	ATP synthase subunit alpha	Atp5a1 ATPA mCG_18273	Mus musculus (Mouse)	503
Q7TRF5	Q7TRF5_MOUSE	unreviewed	Olfactory receptor Olfr859 (Protein Olfr859)	Olfr859	Mus musculus (Mouse)	309
Q8VFY3	Q8VFY3_MOUSE	unreviewed	Olfactory receptor 1342 (Olfactory receptor MOR258-3) (Olfactory receptor Olfr1342) (Protein Olfr1342)	Olfr1342 mCG_66795 RP23-154A15.5-001	Mus musculus (Mouse)	315
Q05AA1	Q05AA1_MOUSE	unreviewed	MCG1034637 (Olfactory receptor 148)	Olfr148 mCG_1034637	Mus musculus (Mouse)	310
Q8VF16	Q8VF16_MOUSE	unreviewed	Olfactory receptor 361 (Olfactory receptor MOR159-3) (Olfactory receptor Olfr361) (Protein Olfr361)	Olfr361 mCG_1030019 RP23-29O14.1-001	Mus musculus (Mouse)	322
A6H8H4	A6H8H4_MOUSE	unreviewed	Olfr643 protein	Olfr643	Mus musculus (Mouse)	314
Q0VB93	Q0VB93_MOUSE	unreviewed	Olfactory receptor 370	Olfr370	Mus musculus (Mouse)	314
Q8VFX9	Q8VFX9_MOUSE	unreviewed	Olfactory receptor 411 (Olfactory receptor MOR255-3)	Olfr411	Mus musculus (Mouse)	311
Q7TQW6	Q7TQW6_MOUSE	unreviewed	MCG20788 (Olfactory receptor 1318) (Olfactory receptor Olfr1318) (Protein Olfr1318)	Olfr1318 mCG_20788	Mus musculus (Mouse)	320
Q7TQV4	Q7TQV4_MOUSE	unreviewed	Olfactory receptor 1341 (Olfactory receptor Olfr1341) (Protein Olfr1341)	Olfr1341 mCG_61954 RP23-154A15.6-001	Mus musculus (Mouse)	312
Q8VFX5	Q8VFX5_MOUSE	unreviewed	Olfactory receptor 1451 (Olfactory receptor MOR202-1) (Olfactory receptor Olfr1451) (Protein Olfr1451)	Olfr1451 mCG_55172	Mus musculus (Mouse)	310
Q7TR27	Q7TR27_MOUSE	unreviewed	MCG1040005 (Olfactory receptor 1166) (Olfactory receptor Olfr1166) (Protein Olfr1166)	Olfr1166 mCG_1040005 RP23-131J21.9-001	Mus musculus (Mouse)	316
A2AVB8	A2AVB8_MOUSE	unreviewed	Olfactory receptor 1107 (Protein Olfr1107)	Olfr1107 RP23-25M5.12-001	Mus musculus (Mouse)	312
Q8VFE7	Q8VFE7_MOUSE	unreviewed	Olfactory receptor 523 (Olfactory receptor MOR104-4) (Protein Olfr523)	Olfr523	Mus musculus (Mouse)	317
Q8VEY9	Q8VEY9_MOUSE	unreviewed	Olfactory receptor 77 (Olfactory receptor MOR143-1) (Olfactory receptor Olfr77) (Protein Olfr77)	Olfr77 mCG_141951	Mus musculus (Mouse)	312
Q8VF58	Q8VF58_MOUSE	unreviewed	Olfactory receptor 463 (Olfactory receptor MOR240-1) (Olfactory receptor Olfr463)	Olfr463 RP23-449F16.4-001	Mus musculus (Mouse)	311
A2AT86	A2AT86_MOUSE	unreviewed	Olfactory receptor 1125 (Protein Olfr1124)	Olfr1124 Olfr1125 RP23-178B19.3-001	Mus musculus (Mouse)	318
Q3MI56	Q3MI56_MOUSE	unreviewed	Olfactory receptor Olfr571 (Olfr571 protein)	Olfr571	Mus musculus (Mouse)	307
Q7TS30	Q7TS30_MOUSE	unreviewed	Olfactory receptor 222 (Olfactory receptor Olfr222) (Protein Olfr222)	Olfr222 RP23-210M6.3-001	Mus musculus (Mouse)	318
A2AVW3	A2AVW3_MOUSE	unreviewed	Olfactory receptor 1305 (Protein Olfr1305)	Olfr1305 RP23-336F11.19-001	Mus musculus (Mouse)	312
Q8VFV4	Q8VFV4_MOUSE	unreviewed	Olfactory receptor MOR215-1 (Olfactory receptor Olfr1440) (Protein Olfr1440)	Olfr1440	Mus musculus (Mouse)	315
Q9QZ18	Q9QZ18_MOUSE	unreviewed	Olfactory receptor (Olfactory receptor 71) (Olfactory receptor MOR262-4) (Olfactory receptor Olfr71) (Protein Olfr71)	Olfr71 OR17 or17 mCG_19277 RP23-191F22.14-001	Mus musculus (Mouse)	312
A2BHP7	A2BHP7_MOUSE	unreviewed	Olfactory receptor 1158 (Protein Olfr1158)	Olfr1158 RP23-24C12.2-001	Mus musculus (Mouse)	313
Q3UGN1	Q3UGN1_MOUSE	unreviewed	Guanine nucleotide-binding protein subunit gamma	Gng7	Mus musculus (Mouse)	68
Q8VGR3	Q8VGR3_MOUSE	unreviewed	MCG140868 (Olfactory receptor 395) (Olfactory receptor MOR135-10) (Olfactory receptor Olfr395) (Protein Olfr395)	Olfr395 mCG_140868 RP23-360H16.3-001	Mus musculus (Mouse)	312
B1AV07	B1AV07_MOUSE	unreviewed	Glypican 4	Gpc4 RP23-309D15.3-001	Mus musculus (Mouse)	557
Q8VF39	Q8VF39_MOUSE	unreviewed	Olfactory receptor 1278 (Olfactory receptor MOR245-11) (Olfactory receptor Olfr1278) (Protein Olfr1278)	Olfr1278 mCG_58073 RP23-340E7.1-001	Mus musculus (Mouse)	313
Q7TRS8	Q7TRS8_MOUSE	unreviewed	Olfactory receptor 543 (Olfactory receptor Olfr543)	Olfr543 mCG_1046558	Mus musculus (Mouse)	336
Q8VFN8	Q8VFN8_MOUSE	unreviewed	Olfactory receptor 307 (Olfactory receptor MOR219-1) (Olfactory receptor Olfr307) (Protein Olfr307)	Olfr307 mCG_141199	Mus musculus (Mouse)	313
Q8VGA7	Q8VGA7_MOUSE	unreviewed	Olfactory receptor 1161 (Olfactory receptor MOR174-2)	Olfr1161	Mus musculus (Mouse)	321
Q0VBN7	Q0VBN7_MOUSE	unreviewed	MCG59268 (Olfactory receptor 12)	Olfr12 mCG_59268	Mus musculus (Mouse)	333
Q7TS18	Q7TS18_MOUSE	unreviewed	Olfactory receptor 275 (Olfactory receptor Olfr275) (Protein Olfr275)	Olfr275 mCG_140590 RP23-34J1.3-001	Mus musculus (Mouse)	319
B2RRH1	B2RRH1_MOUSE	unreviewed	Olfactory receptor 1065	Olfr1065	Mus musculus (Mouse)	313
Q5NCD3	Q5NCD3_MOUSE	unreviewed	Olfactory receptor 328 (Protein Olfr328)	Olfr328 RP23-128D9.1-001	Mus musculus (Mouse)	310
Q7TRR8	Q7TRR8_MOUSE	unreviewed	Olfactory receptor Olfr586 (Olfr586 protein)	Olfr586	Mus musculus (Mouse)	313
Q8VG74	Q8VG74_MOUSE	unreviewed	Olfactory receptor 1426 (Olfactory receptor MOR239-1) (Olfactory receptor Olfr1426) (Protein Olfr1426)	Olfr1426	Mus musculus (Mouse)	311
Q8VGV8	Q8VGV8_MOUSE	unreviewed	Olfactory receptor 589 (Olfactory receptor MOR32-3) (Olfactory receptor Olfr589) (Protein Olfr589)	Olfr589 mCG_141497	Mus musculus (Mouse)	317
A2ARE8	A2ARE8_MOUSE	unreviewed	Olfactory receptor 364, pseudogene 1 (Uncharacterized protein)	Olfr364-ps1 RP23-29O14.5-001	Mus musculus (Mouse)	307
Q8VFM4	Q8VFM4_MOUSE	unreviewed	Olfactory receptor 697 (Olfactory receptor MOR283-5) (Olfactory receptor Olfr697) (Protein Olfr697)	Olfr697	Mus musculus (Mouse)	317
Q9EQ98	Q9EQ98_MOUSE	unreviewed	MCG1034404 (Odorant receptor K42) (Olfactory receptor 926) (Olfactory receptor MOR171-8) (Olfactory receptor Olfr926) (Protein Olfr926)	Olfr926 mCG_1034404	Mus musculus (Mouse)	308
Q9QZ19	Q9QZ19_MOUSE	unreviewed	MCG19262 (Olfactory receptor) (Olfactory receptor 159) (Olfactory receptor MOR262-5) (Olfactory receptor Olfr159) (Protein Olfr159)	Olfr159 OR37E or37e mCG_19262 RP23-9F18.2-001	Mus musculus (Mouse)	319
B0QZP2	B0QZP2_MOUSE	unreviewed	Olfactory receptor 1 (Fragment)	Olfr1 RP23-213I10.7-002	Mus musculus (Mouse)	196
Q7TRC3	Q7TRC3_MOUSE	unreviewed	Olfactory receptor Olfr917 (Protein Olfr917)	Olfr917	Mus musculus (Mouse)	309
Q7TRR4	Q7TRR4_MOUSE	unreviewed	Olfactory receptor 594 (Olfactory receptor Olfr594) (Protein Olfr594)	Olfr594 mCG_141500	Mus musculus (Mouse)	311
Q7TRW1	Q7TRW1_MOUSE	unreviewed	Olfactory receptor 429 (Olfactory receptor Olfr429) (Protein Olfr429)	Olfr429 mCG_55416	Mus musculus (Mouse)	312
Q8VF27	Q8VF27_MOUSE	unreviewed	Olfactory receptor 654 (Olfactory receptor MOR38-2) (Protein Olfr654)	Olfr654 mCG_141590	Mus musculus (Mouse)	341
A0PK62	A0PK62_MOUSE	unreviewed	Olfactory receptor 63	Olfr63 mCG_56379	Mus musculus (Mouse)	316
Q8VGN6	Q8VGN6_MOUSE	unreviewed	Olfactory receptor 1258 (Olfactory receptor MOR232-3) (Olfactory receptor Olfr1258) (Protein Olfr1258)	Olfr1258 mCG_141979 RP24-166A20.2-001	Mus musculus (Mouse)	311
A3KPP7	A3KPP7_MOUSE	unreviewed	Olfactory receptor 141 (Fragment)	Olfr141 RP23-114J1.1-001	Mus musculus (Mouse)	303
Q0VES5	Q0VES5_MOUSE	unreviewed	5-hydroxytryptamine (Serotonin) receptor 1B (MCG4326)	Htr1b mCG_4326	Mus musculus (Mouse)	386
Q14A42	Q14A42_MOUSE	unreviewed	MCG67421 (Olfactory receptor 9)	Olfr9 mCG_67421	Mus musculus (Mouse)	312
Q7TR20	Q7TR20_MOUSE	unreviewed	Olfactory receptor 1178 (Olfactory receptor Olfr1178) (Protein Olfr1178)	Olfr1178 RP23-195I21.1-001	Mus musculus (Mouse)	323
Q7TS19	Q7TS19_MOUSE	unreviewed	Olfactory receptor 270 (Olfactory receptor Olfr270) (Protein Olfr270)	Olfr270 RP23-95M14.5-001	Mus musculus (Mouse)	314
Q7TR89	Q7TR89_MOUSE	unreviewed	Olfactory receptor 1028 (Olfactory receptor Olfr1028) (Protein Olfr1028)	Olfr1028 Olfr1534-ps1 RP23-384L16.15-001	Mus musculus (Mouse)	324
Q496V7	Q496V7_MOUSE	unreviewed	Olfr291 protein (Fragment)	Olfr291	Mus musculus (Mouse)	316
Q496V9	Q496V9_MOUSE	unreviewed	Olfr549 protein (Fragment)	Olfr549	Mus musculus (Mouse)	315
A2ATC3	A2ATC3_MOUSE	unreviewed	Olfactory receptor 1220 (Protein Olfr1220)	Olfr1220 RP23-309M6.2-001	Mus musculus (Mouse)	311
Q8VFC8	Q8VFC8_MOUSE	unreviewed	Olfactory receptor 722 (Olfactory receptor MOR241-3) (Olfactory receptor Olfr722) (Protein Olfr722)	Olfr722 mCG_55701	Mus musculus (Mouse)	308
Q14A34	Q14A34_MOUSE	unreviewed	Olfactory receptor 313	Olfr313	Mus musculus (Mouse)	308
Q8VEU2	Q8VEU2_MOUSE	unreviewed	Olfactory receptor 981 (Olfactory receptor MOR223-8) (Olfactory receptor Olfr981) (Protein Olfr981)	Olfr981	Mus musculus (Mouse)	310
Q7TRA2	Q7TRA2_MOUSE	unreviewed	MCG1050362 (Olfactory receptor 987) (Olfactory receptor Olfr987) (Protein Olfr987)	Olfr987 mCG_1050362 RP23-89M14.7-001	Mus musculus (Mouse)	309
Q7TRZ0	Q7TRZ0_MOUSE	unreviewed	Olfactory receptor 329 (Olfactory receptor Olfr329)	Olfr325 Olfr329 Olfr329-ps	Mus musculus (Mouse)	312
Q7TR94	Q7TR94_MOUSE	unreviewed	Olfactory receptor 1015 (Olfactory receptor Olfr1015) (Protein Olfr1015)	Olfr1015 mCG_54085 RP23-384L16.1-001	Mus musculus (Mouse)	312
Q7TRU3	Q7TRU3_MOUSE	unreviewed	MCG64561 (Olfactory receptor Olfr519)	Olfr519 mCG_64561	Mus musculus (Mouse)	314
Q8VFZ3	Q8VFZ3_MOUSE	unreviewed	Olfactory receptor 513 (Olfactory receptor MOR195-1) (Olfactory receptor Olfr513) (Protein Olfr513)	Olfr513 mCG_51741	Mus musculus (Mouse)	309
Q8VGY7	Q8VGY7_MOUSE	unreviewed	Olfactory receptor 622 (Olfactory receptor MOR26-1) (Olfactory receptor Olfr622) (Protein Olfr622)	Olfr622	Mus musculus (Mouse)	317
Q8VEZ4	Q8VEZ4_MOUSE	unreviewed	Olfactory receptor 1495 (Olfactory receptor MOR266-9) (Olfactory receptor Olfr1495) (Protein Olfr1495)	Olfr1495 mCG_58968	Mus musculus (Mouse)	319
Q8VGP6	Q8VGP6_MOUSE	unreviewed	Olfactory receptor 447 (Olfactory receptor MOR261-1) (Olfactory receptor Olfr447) (Protein Olfr447)	Olfr447 mCG_65206	Mus musculus (Mouse)	310
Q8VGI2	Q8VGI2_MOUSE	unreviewed	MCG1036230 (Olfactory receptor 376) (Olfactory receptor MOR135-12) (Olfactory receptor Olfr376) (Protein Olfr376)	Olfr376 mCG_1036230 RP23-213I10.5-001	Mus musculus (Mouse)	317
Q8VGN3	Q8VGN3_MOUSE	unreviewed	MCG1040018 (Olfactory receptor 1273) (Olfactory receptor MOR227-4) (Olfactory receptor Olfr1273)	Olfr1273-ps Olfr1273 mCG_1040018	Mus musculus (Mouse)	307
Q8VF26	Q8VF26_MOUSE	unreviewed	Olfactory receptor 794 (Olfactory receptor MOR114-11) (Olfactory receptor Olfr794) (Protein Olfr794)	Olfr794 mCG_58952	Mus musculus (Mouse)	320
Q8VFN1	Q8VFN1_MOUSE	unreviewed	Olfactory receptor 984 (Olfactory receptor MOR239-6) (Olfactory receptor Olfr984) (Protein Olfr984)	Olfr984 mCG_141920	Mus musculus (Mouse)	314
Q8VGJ8	Q8VGJ8_MOUSE	unreviewed	Olfactory receptor 354 (Olfactory receptor MOR127-4) (Olfactory receptor Olfr354) (Protein Olfr354)	Olfr354 mCG_1029948 RP23-177C20.12-001	Mus musculus (Mouse)	317
Q0VE04	Q0VE04_MOUSE	unreviewed	Olfr649 protein (Fragment)	Olfr649	Mus musculus (Mouse)	309
Q7TRF8	Q7TRF8_MOUSE	unreviewed	Olfactory receptor 855 (Olfactory receptor Olfr855)	Olfr855 mCG_1034492	Mus musculus (Mouse)	312
Q8VG11	Q8VG11_MOUSE	unreviewed	Olfactory receptor 1497 (Olfactory receptor MOR212-1) (Olfactory receptor Olfr1497) (Protein Olfr1497)	Olfr1497 mCG_53400	Mus musculus (Mouse)	314
Q8VFI2	Q8VFI2_MOUSE	unreviewed	MCG63742 (Olfactory receptor MOR110-5) (Olfactory receptor Olfr806) (Protein Olfr806)	Olfr806 mCG_63742	Mus musculus (Mouse)	313
E9PYB3	E9PYB3_MOUSE	unreviewed	Protein Olfr592	Olfr592	Mus musculus (Mouse)	312
Q3V1C9	Q3V1C9_MOUSE	unreviewed	Glypican 6 (Glypican 6, isoform CRA_a)	Gpc6 mCG_140555 RP24-567H4.1-004	Mus musculus (Mouse)	555
Q8VFR3	Q8VFR3_MOUSE	unreviewed	Olfactory receptor 1155 (Olfactory receptor MOR174-10) (Olfactory receptor Olfr1155) (Protein Olfr1155)	Olfr1155 mCG_141972 RP23-24F19.13-001	Mus musculus (Mouse)	314
Q8VGQ6	Q8VGQ6_MOUSE	unreviewed	Olfactory receptor 195 (Olfactory receptor MOR184-5) (Olfactory receptor Olfr195) (Protein Olfr195)	Olfr195 mCG_1038034	Mus musculus (Mouse)	308
Q8VGQ8	Q8VGQ8_MOUSE	unreviewed	MCG1038568 (Olfactory receptor 173) (Olfactory receptor MOR184-3) (Olfactory receptor Olfr173)	Olfr173 mCG_1038568	Mus musculus (Mouse)	321
