Entry	Entry name	Status	Protein names	Gene names	Organism	Length
O08746	MATN2_MOUSE	reviewed	Matrilin-2	Matn2	Mus musculus (Mouse)	956
O35701	MATN3_MOUSE	reviewed	Matrilin-3	Matn3	Mus musculus (Mouse)	481
O89029	MATN4_MOUSE	reviewed	Matrilin-4 (MAT-4)	Matn4	Mus musculus (Mouse)	624
P39039	MBL1_MOUSE	reviewed	Mannose-binding protein A (MBP-A) (Mannan-binding protein) (Ra-reactive factor polysaccharide-binding component p28B) (RaRF p28B)	Mbl1	Mus musculus (Mouse)	239
P41317	MBL2_MOUSE	reviewed	Mannose-binding protein C (MBP-C) (Mannan-binding protein) (RA-reactive factor P28A subunit) (RARF/P28A)	Mbl2	Mus musculus (Mouse)	244
P56942	MCH_MOUSE	reviewed	Pro-MCH [Cleaved into: Neuropeptide-glycine-glutamic acid (NGE) (Neuropeptide G-E); Neuropeptide-glutamic acid-isoleucine (NEI) (Neuropeptide E-I); Melanin-concentrating hormone (MCH)]	Pmch Mch	Mus musculus (Mouse)	166
P11034	MCPT1_MOUSE	reviewed	Mast cell protease 1 (mMCP-1) (EC 3.4.21.-)	Mcpt1	Mus musculus (Mouse)	246
P43430	MCPT8_MOUSE	reviewed	Mast cell protease 8 (mMCP-8) (EC 3.4.21.-)	Mcpt8	Mus musculus (Mouse)	247
O88174	MCP_MOUSE	reviewed	Membrane cofactor protein (CD antigen CD46)	Cd46 Mcp	Mus musculus (Mouse)	365
Q80V70	MEGF6_MOUSE	reviewed	Multiple epidermal growth factor-like domains protein 6 (Multiple EGF-like domains protein 6) (Epidermal growth factor-like protein 3) (EGF-like protein 3)	Megf6 Egfl3	Mus musculus (Mouse)	1572
Q569E4	MENT_MOUSE	reviewed	Protein MENT (Methylated in normal thymocytes protein)	MENT Gm128	Mus musculus (Mouse)	350
Q8CCB5	MET24_MOUSE	reviewed	Methyltransferase-like protein 24 (EC 2.1.1.-)	Mettl24	Mus musculus (Mouse)	363
Q8VE43	METRL_MOUSE	reviewed	Meteorin-like protein	Metrnl	Mus musculus (Mouse)	311
Q8C1Q4	METRN_MOUSE	reviewed	Meteorin (Hypoxia/reoxygenation regulatory factor)	Metrn Hyrac	Mus musculus (Mouse)	291
P21956	MFGM_MOUSE	reviewed	Lactadherin (MFGM) (Milk fat globule-EGF factor 8) (MFG-E8) (SED1) (Sperm surface protein SP47) (MP47)	Mfge8	Mus musculus (Mouse)	463
P19788	MGP_MOUSE	reviewed	Matrix Gla protein (MGP)	Mgp Mglap	Mus musculus (Mouse)	104
Q812G0	MGT4A_MOUSE	reviewed	Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A (EC 2.4.1.145) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase IVa) (GlcNAc-T IVa) (GnT-IVa) (N-acetylglucosaminyltransferase IVa) (UDP-N-acetylglucosamine: alpha-1,3-D-mannoside beta-1,4-N-acetylglucosaminyltransferase IVa) [Cleaved into: Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A soluble form]	Mgat4a	Mus musculus (Mouse)	535
Q91ZV0	MIA2_MOUSE	reviewed	Melanoma inhibitory activity protein 2	Mia2	Mus musculus (Mouse)	517
Q61865	MIA_MOUSE	reviewed	Melanoma-derived growth regulatory protein (Cartilage-derived retinoic acid-sensitive protein) (CD-RAP) (Melanoma inhibitory activity protein)	Mia Cdrap Mia1	Mus musculus (Mouse)	130
P34884	MIF_MOUSE	reviewed	Macrophage migration inhibitory factor (MIF) (EC 5.3.2.1) (Delayed early response protein 6) (DER6) (Glycosylation-inhibiting factor) (GIF) (L-dopachrome isomerase) (L-dopachrome tautomerase) (EC 5.3.3.12) (Phenylpyruvate tautomerase)	Mif	Mus musculus (Mouse)	115
Q3TB92	MILR1_MOUSE	reviewed	Allergin-1 (Allergy inhibitory receptor 1) (Mast cell antigen 32) (MCA-32) (Mast cell Ag-32) (Mast cell immunoglobulin-like receptor 1)	Milr1 Gm885 Mca32	Mus musculus (Mouse)	246
P27106	MIS_MOUSE	reviewed	Muellerian-inhibiting factor (Anti-Muellerian hormone) (AMH) (Muellerian-inhibiting substance) (MIS)	Amh	Mus musculus (Mouse)	555
P12025	MK_MOUSE	reviewed	Midkine (MK) (Retinoic acid-induced differentiation factor)	Mdk Mk	Mus musculus (Mouse)	140
Q9JLI3	MMEL1_MOUSE	reviewed	Membrane metallo-endopeptidase-like 1 (EC 3.4.24.11) (NEP2(m)) (Neprilysin II) (NEPII) (Neprilysin-2) (NEP2) (NL2) (Neprilysin-like 1) (NL-1) (Neprilysin-like peptidase) (NEPLP) (Soluble secreted endopeptidase) [Cleaved into: Membrane metallo-endopeptidase-like 1, soluble form (Neprilysin-2 secreted) (NEP2(s))]	Mmel1 Nep2 Nl1 Sep	Mus musculus (Mouse)	765
Q8K3F2	MMP21_MOUSE	reviewed	Matrix metalloproteinase-21 (MMP-21) (EC 3.4.24.-)	Mmp21	Mus musculus (Mouse)	568
B2RPV6	MMRN1_MOUSE	reviewed	Multimerin-1	Mmrn1	Mus musculus (Mouse)	1210
Q8R1M8	MPTX_MOUSE	reviewed	Mucosal pentraxin	Mptx	Mus musculus (Mouse)	219
Q61468	MSLN_MOUSE	reviewed	Mesothelin (Pre-pro-megakaryocyte-potentiating factor) [Cleaved into: Megakaryocyte-potentiating factor (MPF); Mesothelin, cleaved form]	Msln Mes Mpf	Mus musculus (Mouse)	625
O08540	MSMB_MOUSE	reviewed	Beta-microseminoprotein (Prostate secreted seminal plasma protein) (Prostate secretory protein of 94 amino acids) (PSP-94) (PSP94)	Msmb Psp94	Mus musculus (Mouse)	113
B1AWI6	MSMP_MOUSE	reviewed	Prostate-associated microseminoprotein (PC3-secreted microprotein homolog)	Msmp Psmp	Mus musculus (Mouse)	139
P19467	MUC13_MOUSE	reviewed	Mucin-13 (MUC-13) (Cell surface antigen 114/A10) (Lymphocyte antigen 64)	Muc13 Ly64	Mus musculus (Mouse)	573
Q6PZE0	MUC19_MOUSE	reviewed	Mucin-19 (MUC-19) (Gel-forming secreted mucin-19) (Sublingual apomucin)	Muc19	Mus musculus (Mouse)	7524
Q8BUE7	MUC20_MOUSE	reviewed	Mucin-20 (MUC-20)	Muc20	Mus musculus (Mouse)	656
Q80Z19	MUC2_MOUSE	reviewed	Mucin-2 (MUC-2) (Colonic mucin) (MCM) (Secreted gel-forming mucin) (Fragments)	Muc2	Mus musculus (Mouse)	2680
Q8JZM8	MUC4_MOUSE	reviewed	Mucin-4 (MUC-4) (Ascites sialoglycoprotein) (ASGP) (Pancreatic adenocarcinoma mucin) (Testis mucin) [Cleaved into: Mucin-4 alpha chain (Ascites sialoglycoprotein 1) (ASGP-1); Mucin-4 beta chain (Ascites sialoglycoprotein 2) (ASGP-2)]	Muc4	Mus musculus (Mouse)	3443
Q80T03	MUC6_MOUSE	reviewed	Mucin-6 (MUC-6) (Gastric mucin-6) (Secreted gel-forming mucin-6)	Muc6	Mus musculus (Mouse)	2850
P28665	MUG1_MOUSE	reviewed	Murinoglobulin-1 (MuG1)	Mug1 Mug-1	Mus musculus (Mouse)	1476
P28666	MUG2_MOUSE	reviewed	Murinoglobulin-2 (MuG2)	Mug2 Mug-2	Mus musculus (Mouse)	1451
B5X0G2	MUP17_MOUSE	reviewed	Major urinary protein 17 (MUP 17)	Mup17 Mup15	Mus musculus (Mouse)	180
P11588	MUP1_MOUSE	reviewed	Major urinary protein 1 (MUP 1)	Mup1	Mus musculus (Mouse)	180
Q5FW60	MUP20_MOUSE	reviewed	Major urinary protein 20 (Darcin) (Major urinary protein 24)	Mup20 Mup24	Mus musculus (Mouse)	181
P11589	MUP2_MOUSE	reviewed	Major urinary protein 2 (MUP 2)	Mup2	Mus musculus (Mouse)	180
P04939	MUP3_MOUSE	reviewed	Major urinary protein 3 (MUP 3) (Non-group 1/group 2 MUP15)	Mup3	Mus musculus (Mouse)	184
P11590	MUP4_MOUSE	reviewed	Major urinary protein 4 (MUP 4)	Mup4	Mus musculus (Mouse)	178
P11591	MUP5_MOUSE	reviewed	Major urinary protein 5 (MUP 5)	Mup5	Mus musculus (Mouse)	180
P02762	MUP6_MOUSE	reviewed	Major urinary protein 6 (MUP 6) (Alpha-2U-globulin) (Group 1, BS6) (allergen Mus m 1)	Mup6	Mus musculus (Mouse)	180
P04938	MUP8_MOUSE	reviewed	Major urinary proteins 11 and 8 (MUP11 and MUP8) (Fragment)	Mup8; Mup11	Mus musculus (Mouse)	151
O70624	MYOC_MOUSE	reviewed	Myocilin (Trabecular meshwork-induced glucocorticoid response protein)	Myoc Tigr	Mus musculus (Mouse)	490
O09043	NAPSA_MOUSE	reviewed	Napsin-A (EC 3.4.23.-) (KDAP-1) (Kidney-derived aspartic protease-like protein) (KAP)	Napsa Kdap Nap	Mus musculus (Mouse)	419
P70352	NAR5_MOUSE	reviewed	Ecto-ADP-ribosyltransferase 5 (EC 2.4.2.31) (ADP-ribosyltransferase C2 and C3 toxin-like 5) (ARTC5) (Mono(ADP-ribosyl)transferase 5) (NAD(P)(+)--arginine ADP-ribosyltransferase 5) (YAC-2)	Art5	Mus musculus (Mouse)	309
Q61477	NBL1_MOUSE	reviewed	Neuroblastoma suppressor of tumorigenicity 1 (N03) (Zinc finger protein DAN)	Nbl1 Dan Dana	Mus musculus (Mouse)	178
P55066	NCAN_MOUSE	reviewed	Neurocan core protein (Chondroitin sulfate proteoglycan 3)	Ncan Cspg3	Mus musculus (Mouse)	1268
Q8C119	NDNF_MOUSE	reviewed	Protein NDNF (Epidermacan) (Neuron-derived neurotrophic factor)	Ndnf	Mus musculus (Mouse)	568
P48744	NDP_MOUSE	reviewed	Norrin (Norrie disease protein homolog)	Ndp Ndph	Mus musculus (Mouse)	131
Q2VWQ2	NELL1_MOUSE	reviewed	Protein kinase C-binding protein NELL1 (NEL-like protein 1)	Nell1	Mus musculus (Mouse)	810
Q61220	NELL2_MOUSE	reviewed	Protein kinase C-binding protein NELL2 (MEL91 protein) (NEL-like protein 2)	Nell2 Mel91	Mus musculus (Mouse)	816
Q9CQ45	NENF_MOUSE	reviewed	Neudesin (Neuron-derived neurotrophic factor) (Secreted protein of unknown function) (SPUF protein)	Nenf Spuf	Mus musculus (Mouse)	171
Q3UQ22	NET5_MOUSE	reviewed	Netrin-5 (Netrin-1-like protein)	Ntn5 Gm484	Mus musculus (Mouse)	454
O08762	NETR_MOUSE	reviewed	Neurotrypsin (EC 3.4.21.-) (Brain-specific serine protease 3) (BSSP-3) (Motopsin) (Serine protease 12)	Prss12 Bssp3	Mus musculus (Mouse)	761
P35455	NEU2_MOUSE	reviewed	Vasopressin-neurophysin 2-copeptin (AVP-NPII) [Cleaved into: Arg-vasopressin (Arginine-vasopressin); Neurophysin 2 (Neurophysin-I); Copeptin]	Avp	Mus musculus (Mouse)	168
Q5SSH8	NEUFC_MOUSE	reviewed	Neuferricin (Cytochrome b5 domain-containing protein 2)	Cyb5d2	Mus musculus (Mouse)	263
O35684	NEUS_MOUSE	reviewed	Neuroserpin (Peptidase inhibitor 12) (PI-12) (Serine protease inhibitor 17) (Serpin I1)	Serpini1 Pi12 Spi17	Mus musculus (Mouse)	410
Q9D3P9	NEUT_MOUSE	reviewed	Neurotensin/neuromedin N [Cleaved into: Large neuromedin N (NmN-125); Neuromedin N (NN) (NmN); Neurotensin (NT); Tail peptide]	Nts	Mus musculus (Mouse)	169
Q8R0W6	NFIP1_MOUSE	reviewed	NEDD4 family-interacting protein 1 (NEDD4 WW domain-binding protein 5)	Ndfip1 N4wbp5	Mus musculus (Mouse)	221
P11672	NGAL_MOUSE	reviewed	Neutrophil gelatinase-associated lipocalin (NGAL) (Lipocalin-2) (SV-40-induced 24P3 protein) (Siderocalin LCN2) (p25)	Lcn2	Mus musculus (Mouse)	200
P01139	NGF_MOUSE	reviewed	Beta-nerve growth factor (Beta-NGF)	Ngf Ngfb	Mus musculus (Mouse)	241
Q99KS2	NGRN_MOUSE	reviewed	Neugrin (FI58Gm) (Neurite outgrowth-associated protein) (m-Neugrin)	Ngrn Fi58g	Mus musculus (Mouse)	293
Q9CR53	NMB_MOUSE	reviewed	Neuromedin-B [Cleaved into: Neuromedin-B-32; Neuromedin-B]	Nmb	Mus musculus (Mouse)	121
Q5H8A1	NMS_MOUSE	reviewed	Neuromedin-S	Nms	Mus musculus (Mouse)	153
Q9QXK8	NMU_MOUSE	reviewed	Neuromedin-U [Cleaved into: Neuromedin-U-23 (NmU-23)]	Nmu	Mus musculus (Mouse)	174
Q8K4Z3	NNRE_MOUSE	reviewed	NAD(P)H-hydrate epimerase (EC 5.1.99.-) (Apolipoprotein A-I-binding protein) (AI-BP) (NAD(P)HX epimerase)	Apoa1bp Aibp	Mus musculus (Mouse)	282
P43021	NODAL_MOUSE	reviewed	Nodal	Nodal	Mus musculus (Mouse)	354
Q8BM13	NOE2_MOUSE	reviewed	Noelin-2 (Olfactomedin-2)	Olfm2	Mus musculus (Mouse)	448
P63056	NOE3_MOUSE	reviewed	Noelin-3 (Olfactomedin-3) (Optimedin)	Olfm3 Noe3	Mus musculus (Mouse)	478
P97466	NOGG_MOUSE	reviewed	Noggin	Nog	Mus musculus (Mouse)	232
Q8R116	NOTUM_MOUSE	reviewed	Protein notum homolog (EC 3.-.-.-)	Notum	Mus musculus (Mouse)	503
Q64299	NOV_MOUSE	reviewed	Protein NOV homolog (NovH) (CCN family member 3) (Nephroblastoma-overexpressed gene protein homolog)	Nov Ccn3	Mus musculus (Mouse)	354
Q8K4P1	NPB_MOUSE	reviewed	Neuropeptide B (Preproprotein L7) (mPPL7) [Cleaved into: Neuropeptide B-29 (NPB29) (L7C)]	Npb	Mus musculus (Mouse)	119
Q9Z0J0	NPC2_MOUSE	reviewed	Epididymal secretory protein E1 (mE1) (Niemann Pick type C2 protein homolog)	Npc2	Mus musculus (Mouse)	149
Q9WVA8	NPFF_MOUSE	reviewed	FMRFamide-related peptides [Cleaved into: Neuropeptide SF (NPSF); Neuropeptide FF (NPFF); Neuropeptide AF-like (NPAF)]	Npff	Mus musculus (Mouse)	114
P0C0P8	NPS_MOUSE	reviewed	Neuropeptide S	Nps	Mus musculus (Mouse)	89
O70340	NPTX2_MOUSE	reviewed	Neuronal pentraxin-2 (NP2) (Neuronal pentraxin II) (NP-II)	Nptx2	Mus musculus (Mouse)	429
P57774	NPY_MOUSE	reviewed	Pro-neuropeptide Y [Cleaved into: Neuropeptide Y (Neuropeptide tyrosine) (NPY); C-flanking peptide of NPY (CPON)]	Npy	Mus musculus (Mouse)	97
P56974	NRG2_MOUSE	reviewed	Pro-neuregulin-2, membrane-bound isoform (Pro-NRG2) [Cleaved into: Neuregulin-2 (NRG-2) (Divergent of neuregulin 1) (DON-1)]	Nrg2	Mus musculus (Mouse)	756
O35181	NRG3_MOUSE	reviewed	Pro-neuregulin-3, membrane-bound isoform (Pro-NRG3) [Cleaved into: Neuregulin-3 (NRG-3)]	Nrg3	Mus musculus (Mouse)	713
Q9WTX4	NRG4_MOUSE	reviewed	Pro-neuregulin-4, membrane-bound isoform (Pro-NRG4) [Cleaved into: Neuregulin-4 (NRG-4)]	Nrg4	Mus musculus (Mouse)	115
P97463	NRTN_MOUSE	reviewed	Neurturin	Nrtn	Mus musculus (Mouse)	195
P20181	NTF3_MOUSE	reviewed	Neurotrophin-3 (NT-3) (HDNF) (Nerve growth factor 2) (NGF-2) (Neurotrophic factor)	Ntf3 Ntf-3	Mus musculus (Mouse)	258
Q80VU4	NTF4_MOUSE	reviewed	Neurotrophin-4 (NT-4) (Neurotrophin-5) (NT-5) (Neutrophic factor 4)	Ntf4 Ntf5	Mus musculus (Mouse)	209
Q52KP5	NXPE4_MOUSE	reviewed	NXPE family member 4 (Protein FAM55D)	Nxpe4 Fam55d	Mus musculus (Mouse)	543
Q61200	NXPH1_MOUSE	reviewed	Neurexophilin-1	Nxph1 Nph1	Mus musculus (Mouse)	271
Q61199	NXPH2_MOUSE	reviewed	Neurexophilin-2	Nxph2 Nph2	Mus musculus (Mouse)	261
Q91VX5	NXPH3_MOUSE	reviewed	Neurexophilin-3	Nxph3	Mus musculus (Mouse)	252
Q9Z0L3	OC90_MOUSE	reviewed	Otoconin-90 (Oc90) (Otoconin-95) (Oc95)	Oc90 Onc-95 Pla2ll	Mus musculus (Mouse)	485
A1E960	ODAM_MOUSE	reviewed	Odontogenic ameloblast-associated protein (Apin)	Odam Apin	Mus musculus (Mouse)	273
Q8BK62	OLFL3_MOUSE	reviewed	Olfactomedin-like protein 3	Olfml3	Mus musculus (Mouse)	406
Q3UZZ4	OLFM4_MOUSE	reviewed	Olfactomedin-4 (OLM4)	Olfm4	Mus musculus (Mouse)	505
Q8BHP7	OLM2A_MOUSE	reviewed	Olfactomedin-like protein 2A (Photomedin-1)	Olfml2a	Mus musculus (Mouse)	681
Q3V1G4	OLM2B_MOUSE	reviewed	Olfactomedin-like protein 2B (Photomedin-2)	Olfml2b	Mus musculus (Mouse)	746
Q9EQ09	OLR1_MOUSE	reviewed	Oxidized low-density lipoprotein receptor 1 (Ox-LDL receptor 1) (Lectin-like oxidized LDL receptor 1) (LOX-1) (Lectin-like oxLDL receptor 1) (Lectin-type oxidized LDL receptor 1) [Cleaved into: Oxidized low-density lipoprotein receptor 1, soluble form]	Olr1 Lox1	Mus musculus (Mouse)	363
P53347	ONCM_MOUSE	reviewed	Oncostatin-M (OSM)	Osm	Mus musculus (Mouse)	263
Q925U0	OOSP1_MOUSE	reviewed	Oocyte-secreted protein 1 (Initiate factor 3)	Oosp1 If3	Mus musculus (Mouse)	202
P86547	OSTC2_MOUSE	reviewed	Osteocalcin-2 (Bone Gla protein 2) (BGP2) (Gamma-carboxyglutamic acid-containing protein 2)	Bglap2	Mus musculus (Mouse)	95
P86546	OSTCN_MOUSE	reviewed	Osteocalcin (Bone Gla protein) (BGP) (Gamma-carboxyglutamic acid-containing protein)	Bglap	Mus musculus (Mouse)	95
P61364	OSTN_MOUSE	reviewed	Osteocrin (Musclin)	Ostn	Mus musculus (Mouse)	130
P10923	OSTP_MOUSE	reviewed	Osteopontin (2AR) (Bone sialoprotein 1) (Calcium oxalate crystal growth inhibitor protein) (Early T-lymphocyte activation 1 protein) (Minopontin) (Secreted phosphoprotein 1) (SPP-1)	Spp1 Eta-1 Op Spp-1	Mus musculus (Mouse)	294
P54615	OSTR_MOUSE	reviewed	Osteocalcin-related protein (Nephrocalcin) (OC-X)	Bglap-rs1	Mus musculus (Mouse)	95
O55225	OTOG_MOUSE	reviewed	Otogelin	Otog Otgn	Mus musculus (Mouse)	2910
Q4ZJM7	OTOL1_MOUSE	reviewed	Otolin-1	Otol1 Gm414	Mus musculus (Mouse)	482
Q80VM9	OTOP1_MOUSE	reviewed	Otopetrin-1	Otop1	Mus musculus (Mouse)	600
Q9JIE3	OTOR_MOUSE	reviewed	Otoraplin (Melanoma inhibitory activity-like protein)	Otor Mial	Mus musculus (Mouse)	128
Q8R448	OTOSP_MOUSE	reviewed	Otospiralin (Organ of Corti 10 kDa protein)	Otos Ocp10	Mus musculus (Mouse)	89
Q7M761	OVCH2_MOUSE	reviewed	Ovochymase-2 (EC 3.4.21.-) (Oviductin)	Ovch2 Ovtn	Mus musculus (Mouse)	609
Q3UU35	OVOS_MOUSE	reviewed	Ovostatin homolog	Ovos	Mus musculus (Mouse)	1456
Q8CE23	OX26_MOUSE	reviewed	Orexigenic neuropeptide QRFP (P518) [Cleaved into: QRF-amide (Neuropeptide RF-amide) (Pyroglutamylated arginine-phenylalanine-amide peptide)]	Qrfp	Mus musculus (Mouse)	124
Q8C165	P20D1_MOUSE	reviewed	Probable carboxypeptidase PM20D1 (EC 3.4.17.-) (Peptidase M20 domain-containing protein 1)	Pm20d1	Mus musculus (Mouse)	503
Q9Z0Y2	PA21B_MOUSE	reviewed	Phospholipase A2 (EC 3.1.1.4) (Group IB phospholipase A2) (PLA2-Ib) (Phosphatidylcholine 2-acylhydrolase 1B)	Pla2g1b Pla2	Mus musculus (Mouse)	146
P97391	PA2G5_MOUSE	reviewed	Calcium-dependent phospholipase A2 (EC 3.1.1.4) (Group V phospholipase A2) (PLA2-10) (Phosphatidylcholine 2-acylhydrolase 5)	Pla2g5	Mus musculus (Mouse)	137
P48076	PA2GC_MOUSE	reviewed	Group IIC secretory phospholipase A2 (GIIC sPLA2) (sPLA2-IIC) (EC 3.1.1.4) (14 kDa phospholipase A2) (PLA2-8) (Phosphatidylcholine 2-acylhydrolase 2C)	Pla2g2c	Mus musculus (Mouse)	150
Q9WVF6	PA2GD_MOUSE	reviewed	Group IID secretory phospholipase A2 (GIID sPLA2) (sPLA2-IID) (EC 3.1.1.4) (PLA2IID) (Phosphatidylcholine 2-acylhydrolase 2D) (Secretory-type PLA, stroma-associated homolog)	Pla2g2d Pla2a2 Splash	Mus musculus (Mouse)	144
Q9QUL3	PA2GE_MOUSE	reviewed	Group IIE secretory phospholipase A2 (GIIE sPLA2) (sPLA2-IIE) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 2E)	Pla2g2e	Mus musculus (Mouse)	142
Q9QZT4	PA2GF_MOUSE	reviewed	Group IIF secretory phospholipase A2 (GIIF sPLA2) (sPLA2-IIF) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 2F)	Pla2g2f	Mus musculus (Mouse)	168
Q9QXX3	PA2GX_MOUSE	reviewed	Group 10 secretory phospholipase A2 (EC 3.1.1.4) (Group X secretory phospholipase A2) (GX sPLA2) (sPLA2-X) (Phosphatidylcholine 2-acylhydrolase 10)	Pla2g10	Mus musculus (Mouse)	151
O70176	PACA_MOUSE	reviewed	Pituitary adenylate cyclase-activating polypeptide (PACAP) [Cleaved into: PACAP-related peptide (PRP-48); Pituitary adenylate cyclase-activating polypeptide 27 (PACAP-27) (PACAP27); Pituitary adenylate cyclase-activating polypeptide 38 (PACAP-38) (PACAP38)]	Adcyap1 Pacap	Mus musculus (Mouse)	175
Q9D9N8	PADC1_MOUSE	reviewed	Protease-associated domain-containing protein 1 (Protease-associated domain-containing protein of 21 kDa)	Pradc1 Pap21	Mus musculus (Mouse)	188
Q60963	PAFA_MOUSE	reviewed	Platelet-activating factor acetylhydrolase (PAF acetylhydrolase) (EC 3.1.1.47) (1-alkyl-2-acetylglycerophosphocholine esterase) (2-acetyl-1-alkylglycerophosphocholine esterase) (LDL-associated phospholipase A2) (LDL-PLA(2)) (PAF 2-acylhydrolase)	Pla2g7 Pafah	Mus musculus (Mouse)	440
Q8VEB4	PAG15_MOUSE	reviewed	Group XV phospholipase A2 (EC 2.3.1.-) (1-O-acylceramide synthase) (ACS) (LCAT-like lysophospholipase) (LLPL) (Lysophospholipase 3) (Lysosomal phospholipase A2) (LPLA2)	Pla2g15 Lypla3	Mus musculus (Mouse)	412
P10601	PAHO_MOUSE	reviewed	Pancreatic prohormone (Pancreatic polypeptide) (PP) [Cleaved into: Pancreatic hormone (PH); C-terminal peptide]	Ppy	Mus musculus (Mouse)	100
P22777	PAI1_MOUSE	reviewed	Plasminogen activator inhibitor 1 (PAI) (PAI-1) (Endothelial plasminogen activator inhibitor) (Serpin E1)	Serpine1 Mr1 Pai1 Planh1	Mus musculus (Mouse)	402
P12388	PAI2_MOUSE	reviewed	Plasminogen activator inhibitor 2, macrophage (PAI-2) (Serpin B2)	Serpinb2 Pai2 Planh2	Mus musculus (Mouse)	415
Q8BU25	PAMR1_MOUSE	reviewed	Inactive serine protease PAMR1 (Peptidase domain-containing protein associated with muscle regeneration 1) (Regeneration-associated muscle protease homolog)	Pamr1 Ramp	Mus musculus (Mouse)	720
Q8BX37	PAPL_MOUSE	reviewed	Iron/zinc purple acid phosphatase-like protein (EC 3.1.3.2)	Papl	Mus musculus (Mouse)	438
Q8R4K8	PAPP1_MOUSE	reviewed	Pappalysin-1 (EC 3.4.24.79) (Insulin-like growth factor-dependent IGF-binding protein 4 protease) (IGF-dependent IGFBP-4 protease) (IGFBP-4ase) (Pregnancy-associated plasma protein A) (PAPP-A)	Pappa	Mus musculus (Mouse)	1624
Q3UW31	PATE2_MOUSE	reviewed	Prostate and testis expressed protein 2 (PATE-like protein M) (PATE-M)	Pate2 Gm846	Mus musculus (Mouse)	111
B3GLJ3	PATE3_MOUSE	reviewed	Prostate and testis expressed protein 3 (Epididymis-specific ESC112) (PATE-like protein DJ) (PATE-DJ)	Pate3 Gm17365	Mus musculus (Mouse)	98
Q09098	PATE4_MOUSE	reviewed	Prostate and testis expressed protein 4 (Calcium transport inhibitor) (Caltrin) (PATE-like protein B) (PATE-B) (Seminal vesicle protein 7) (Seminal vesicle protein VII) (SVS VII)	Pate4 Svs7	Mus musculus (Mouse)	99
O08976	PBAS_MOUSE	reviewed	Probasin (PB)	Pbsn Prbs	Mus musculus (Mouse)	174
Q61398	PCOC1_MOUSE	reviewed	Procollagen C-endopeptidase enhancer 1 (P14) (Procollagen COOH-terminal proteinase enhancer 1) (PCPE-1) (Procollagen C-proteinase enhancer 1) (Type 1 procollagen C-proteinase enhancer protein) (Type I procollagen COOH-terminal proteinase enhancer)	Pcolce Pcpe1	Mus musculus (Mouse)	468
Q8R4W6	PCOC2_MOUSE	reviewed	Procollagen C-endopeptidase enhancer 2 (Procollagen COOH-terminal proteinase enhancer 2) (PCPE-2) (Procollagen C-proteinase enhancer 2)	Pcolce2 Pcpe2	Mus musculus (Mouse)	414
Q9QXV0	PCSK1_MOUSE	reviewed	ProSAAS (IA-4) (Proprotein convertase subtilisin/kexin type 1 inhibitor) (Proprotein convertase 1 inhibitor) (pro-SAAS) [Cleaved into: KEP; Big SAAS (b-SAAS); Little SAAS (l-SAAS); Big PEN-LEN (b-PEN-LEN) (SAAS CT(1-49)); PEN; PEN-20; PEN-19; Little LEN (l-LEN); Big LEN (b-LEN) (SAAS CT(25-40))]	Pcsk1n	Mus musculus (Mouse)	258
Q04592	PCSK5_MOUSE	reviewed	Proprotein convertase subtilisin/kexin type 5 (EC 3.4.21.-) (Proprotein convertase 5) (PC5) (Proprotein convertase 6) (PC6) (Subtilisin-like proprotein convertase 6) (SPC6) (Subtilisin/kexin-like protease PC5)	Pcsk5	Mus musculus (Mouse)	1877
Q80W65	PCSK9_MOUSE	reviewed	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	Pcsk9 Narc1	Mus musculus (Mouse)	694
Q8C7K6	PCYXL_MOUSE	reviewed	Prenylcysteine oxidase-like (EC 1.8.3.-)	Pcyox1l	Mus musculus (Mouse)	495
Q8BFQ8	PDDC1_MOUSE	reviewed	Parkinson disease 7 domain-containing protein 1	Pddc1	Mus musculus (Mouse)	220
P20033	PDGFA_MOUSE	reviewed	Platelet-derived growth factor subunit A (PDGF subunit A) (PDGF-1) (Platelet-derived growth factor A chain) (Platelet-derived growth factor alpha polypeptide)	Pdgfa	Mus musculus (Mouse)	211
P31240	PDGFB_MOUSE	reviewed	Platelet-derived growth factor subunit B (PDGF subunit B) (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide) (Proto-oncogene c-Sis)	Pdgfb Sis	Mus musculus (Mouse)	241
Q8CI19	PDGFC_MOUSE	reviewed	Platelet-derived growth factor C (PDGF-C) (Fallotein) (Spinal cord-derived growth factor) (SCDGF) (VEGF-E) [Cleaved into: Platelet-derived growth factor C, latent form (PDGFC latent form); Platelet-derived growth factor C, receptor-binding form (PDGFC receptor-binding form)]	Pdgfc Scdgf	Mus musculus (Mouse)	345
